"Order","Line","SO# line","Order date","Bill To Location","Ship To Location","Ordered Item"," ","Item Description"," ","Unit Selling Price","Extended Price","Status","*Order Date","Request Date","Promise Date","cs name","Order Type","RBO","unit","Packing Instruction"
"75658050","3.1","75658050-3","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","SPX-GMBL-RED","CB632256A","PL.SPANX INC.SPX-GMBL-RED.Red Global Main Booklet Label..TH01957 Woven Edge Double Face..SONIC CUT.UNEVEN BOOKLET FOLD..DTM 199C..White..White","2870","0.048","137.76","Production Open","","25-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75658050","4.1","75658050-4","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","SPX-TEARAWAY","CB597811A","PL.SPANX INC.SPX-TEARAWAY.Wht Glbl Combo Single Label TA..2018NWT..COLD CUT.CUT SINGLE..WHITE..Black..Black","2670","0.041","109.47","Production Open","","25-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75658050","5.1","75658050-5","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","VN FREIGHT CHARGE","VN FREIGHT CHARGE","VN FREIGHT CHARGE","13425","0.002","26.85","Awaiting Fulfillment","","25-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75658009","1.1","75658009-1","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","WC00200AD-PH","CB237939B","PL.UNIQLO CO.,LTD..WC00200AD-PH.....SONIC CUT.CUT SINGLE..0000 WHITE.Base.BLACK.Base.BLACK","2098","0.017","35.67","Production Open","","8-Apr-22","18-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658005","1.1","75658005-1","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","WC00200AD-SG","CB237945C","PL.UNIQLO CO.,LTD..WC00200AD-SG.....SONIC CUT.CUT SINGLE..0000 WHITE.Base.BLACK.Base.BLACK","3278","0.017","55.73","Production Open","","8-Apr-22","18-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658003","1.1","75658003-1","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598B","WL.UNIQLO CO.,LTD.SL00002ADBVN.S.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","469","0.026","12.19","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658003","2.1","75658003-2","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598C","WL.UNIQLO CO.,LTD.SL00002ADBVN.M.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","781","0.026","20.31","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658003","3.1","75658003-3","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598D","WL.UNIQLO CO.,LTD.SL00002ADBVN.L.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","932","0.026","24.23","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658003","4.1","75658003-4","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598E","WL.UNIQLO CO.,LTD.SL00002ADBVN.XL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","695","0.026","18.07","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658003","5.1","75658003-5","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598F","WL.UNIQLO CO.,LTD.SL00002ADBVN.XXL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","18","0.026","0.47","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658003","6.1","75658003-6","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598G","WL.UNIQLO CO.,LTD.SL00002ADBVN.3XL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","18","0.026","0.47","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658251","1.1","75658251-1","5-Apr","KANAAN CO LTD ( Dunchon) 84, Pungseong-R","KANAAN SAIGON CO., LTD","PBS09101","1-246445-000-00","PUMA AG.PBS09101.......","202","0.0081","1.64","Production Open","","12-Apr-22","19-Apr-22","0136374............","VN GEN","PUMA AG","USD","0"
"75658251","2.1","75658251-2","5-Apr","KANAAN CO LTD ( Dunchon) 84, Pungseong-R","KANAAN SAIGON CO., LTD","PBS09101","1-246445-000-00","PUMA AG.PBS09101.......","1050","0.0081","8.51","Production Open","","12-Apr-22","19-Apr-22","0136374............","VN GEN","PUMA AG","USD","0"
"75658251","3.1","75658251-3","5-Apr","KANAAN CO LTD ( Dunchon) 84, Pungseong-R","KANAAN SAIGON CO., LTD","PBS09101","1-246445-000-00","PUMA AG.PBS09101.......","808","0.0081","6.54","Production Open","","12-Apr-22","19-Apr-22","0136374............","VN GEN","PUMA AG","USD","0"
"75658251","4.1","75658251-4","5-Apr","KANAAN CO LTD ( Dunchon) 84, Pungseong-R","KANAAN SAIGON CO., LTD","PBS09101","1-246445-000-00","PUMA AG.PBS09101.......","808","0.0081","6.54","Production Open","","12-Apr-22","19-Apr-22","0136374............","VN GEN","PUMA AG","USD","0"
"75658251","5.1","75658251-5","5-Apr","KANAAN CO LTD ( Dunchon) 84, Pungseong-R","KANAAN SAIGON CO., LTD","PBS09101","1-246445-000-00","PUMA AG.PBS09101.......","127","0.0081","1.03","Production Open","","12-Apr-22","19-Apr-22","0136374............","VN GEN","PUMA AG","USD","0"
"75658251","6.1","75658251-6","5-Apr","KANAAN CO LTD ( Dunchon) 84, Pungseong-R","KANAAN SAIGON CO., LTD","PBS09101","1-246445-000-00","PUMA AG.PBS09101.......","1515","0.0081","12.27","Production Open","","12-Apr-22","19-Apr-22","0136374............","VN GEN","PUMA AG","USD","0"
"75658251","7.1","75658251-7","5-Apr","KANAAN CO LTD ( Dunchon) 84, Pungseong-R","KANAAN SAIGON CO., LTD","PBS09101","1-246445-000-00","PUMA AG.PBS09101.......","1010","0.0081","8.18","Production Open","","12-Apr-22","19-Apr-22","0136374............","VN GEN","PUMA AG","USD","0"
"75658002","1.1","75658002-1","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598B","WL.UNIQLO CO.,LTD.SL00002ADBVN.S.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","345","0.026","8.97","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658002","2.1","75658002-2","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598C","WL.UNIQLO CO.,LTD.SL00002ADBVN.M.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","596","0.026","15.5","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658002","3.1","75658002-3","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598D","WL.UNIQLO CO.,LTD.SL00002ADBVN.L.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","657","0.026","17.08","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658002","4.1","75658002-4","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598E","WL.UNIQLO CO.,LTD.SL00002ADBVN.XL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","685","0.026","17.81","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658002","5.1","75658002-5","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598F","WL.UNIQLO CO.,LTD.SL00002ADBVN.XXL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","18","0.026","0.47","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658002","6.1","75658002-6","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598G","WL.UNIQLO CO.,LTD.SL00002ADBVN.3XL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","18","0.026","0.47","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658001","1.1","75658001-1","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598B","WL.UNIQLO CO.,LTD.SL00002ADBVN.S.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","370","0.026","9.62","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658001","2.1","75658001-2","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598C","WL.UNIQLO CO.,LTD.SL00002ADBVN.M.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","620","0.026","16.12","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658001","3.1","75658001-3","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598D","WL.UNIQLO CO.,LTD.SL00002ADBVN.L.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","735","0.026","19.11","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658001","4.1","75658001-4","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598E","WL.UNIQLO CO.,LTD.SL00002ADBVN.XL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","546","0.026","14.2","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658001","5.1","75658001-5","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598F","WL.UNIQLO CO.,LTD.SL00002ADBVN.XXL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","12","0.026","0.31","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658001","6.1","75658001-6","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADBVN","WY358598G","WL.UNIQLO CO.,LTD.SL00002ADBVN.3XL.CENTRE FOLD LOOP.SEP..88.KC5376-CODE","12","0.026","0.31","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658000","1.1","75658000-1","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388B","WL.UNIQLO CO.,LTD..SL00002ADWVN.S.VIETNAM.","438","0.026","11.39","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658000","2.1","75658000-2","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388C","WL.UNIQLO CO.,LTD..SL00002ADWVN.M.VIETNAM.","566","0.026","14.72","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658000","3.1","75658000-3","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388D","WL.UNIQLO CO.,LTD..SL00002ADWVN.L.VIETNAM.","525","0.026","13.65","Production Open","","8-Apr-22","22-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658000","4.1","75658000-4","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388E","WL.UNIQLO CO.,LTD..SL00002ADWVN.XL.VIETNAM.","360","0.026","9.36","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658000","5.1","75658000-5","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388F","WL.UNIQLO CO.,LTD..SL00002ADWVN.XXL.VIETNAM.","12","0.026","0.31","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658000","6.1","75658000-6","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388G","WL.UNIQLO CO.,LTD..SL00002ADWVN.3XL.VIETNAM..","12","0.026","0.31","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658080","1.1","75658080-1","5-Apr","CONG TY TNHH MAXPORT LIMITED (VIET NAM)","CTY TNHH MAXPORT LIMITED (VIET NAM)-M8","IM#1002412","2-419110-000-00","NIKE INC.IM#1002412.......","4505","1247","5617735","Production Open","","8-Apr-22","15-Apr-22","0149356............","VN URG - VAT","NIKE INC","VND","0"
"75658116","1.1","75658116-1","5-Apr","MAITEX (EAG) LIMITED","CONG TY TNHH PRO KINGTEX VIET NAM","HALB All In One Label #11 (BLK/NOR) S22","CB589918A","PL.THE NORTH FACE.HALB All In One Label #11 (BLK.....SONIC CUT.BOOKLET FOLD..BLACK..WHITE..WHITE","4208","0.027","113.62","Production Open","","15-Apr-22","18-Apr-22","0142042............","VN GEN","NORTH FACE","USD","0"
"75657991","1.1","75657991-1","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388B","WL.UNIQLO CO.,LTD..SL00002ADWVN.S.VIETNAM.","360","0.026","9.36","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657991","2.1","75657991-2","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388C","WL.UNIQLO CO.,LTD..SL00002ADWVN.M.VIETNAM.","586","0.026","15.24","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657991","3.1","75657991-3","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388D","WL.UNIQLO CO.,LTD..SL00002ADWVN.L.VIETNAM.","628","0.026","16.33","Production Open","","8-Apr-22","22-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657991","4.1","75657991-4","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388E","WL.UNIQLO CO.,LTD..SL00002ADWVN.XL.VIETNAM.","500","0.026","13","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657991","5.1","75657991-5","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388F","WL.UNIQLO CO.,LTD..SL00002ADWVN.XXL.VIETNAM.","12","0.026","0.31","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657991","6.1","75657991-6","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388G","WL.UNIQLO CO.,LTD..SL00002ADWVN.3XL.VIETNAM..","12","0.026","0.31","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75658086","1.1","75658086-1","5-Apr","SUNG HWA Trading Co,. Ltd","Cong ty TNHH Sung Hwa Vina","GFL-130810-3TAG-FA22-GAP","1-264941-008-00","GAP INC.GFL-130810-3TAG-FA22-GAP..FA22.....","9991","0.02193","219.1","Production Open","","15-Apr-22","15-Apr-22","0136883............","VN GEN","GAP INC","USD","0"
"75657823","1.1","75657823-1","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388A","WL.UNIQLO CO.,LTD..SL00002ADWVN.XS.VIETNAM.","347","0.026","9.02","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657823","2.1","75657823-2","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388B","WL.UNIQLO CO.,LTD..SL00002ADWVN.S.VIETNAM.","468","0.026","12.17","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657823","3.1","75657823-3","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388C","WL.UNIQLO CO.,LTD..SL00002ADWVN.M.VIETNAM.","1053","0.026","27.38","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657823","4.1","75657823-4","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388D","WL.UNIQLO CO.,LTD..SL00002ADWVN.L.VIETNAM.","809","0.026","21.03","Production Open","","8-Apr-22","22-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657823","5.1","75657823-5","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388E","WL.UNIQLO CO.,LTD..SL00002ADWVN.XL.VIETNAM.","493","0.026","12.82","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657823","6.1","75657823-6","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388F","WL.UNIQLO CO.,LTD..SL00002ADWVN.XXL.VIETNAM.","58","0.026","1.51","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657823","7.1","75657823-7","5-Apr","CONG TY TNHH GAIN LUCKY (VIET NAM)","CONG TY TNHH GAIN LUCKY (VIET NAM)","SL00002ADWVN","WY388388G","WL.UNIQLO CO.,LTD..SL00002ADWVN.3XL.VIETNAM..","50","0.026","1.3","Production Open","","8-Apr-22","14-Apr-22","0139923............","VN QR","UNIQLO CO.,LTD.","USD","KHONG KIM LOAI"
"75657727","1.1","75657727-1","5-Apr","CTY CP DM-DT-TM THANH CONG","CTY CP DM-DT-TM THANH CONG","T13448-422C-AG","ATV635778","HT.EDDIE BAUER, INC.T13448-422C-AG.Agility®...CUT SINGLES..HOT.422C.","9150","1162","10632300","Production Open","","18-Apr-22","20-Apr-22","0148751............","VN GEN - VAT","EDDIE BAUER, INC","VND","0"
"75657727","2.1","75657727-2","5-Apr","CTY CP DM-DT-TM THANH CONG","CTY CP DM-DT-TM THANH CONG","T13448-WG1C-AG","ATV635779","HT.EDDIE BAUER, INC.T13448-WG1C-AG.Agility®...CUT SINGLES..HOT.Warm Grey 1C.","7500","1162","8715000","Production Open","","18-Apr-22","20-Apr-22","0148751............","VN GEN - VAT","EDDIE BAUER, INC","VND","0"
"75657514","1.1","75657514-1","5-Apr","CONG TY TNHH MAXPORT LIMITED (VIET NAM)","CONG TY TNHH MAXPORT LIMITED VN - M09","IM#1002412","2-419110-000-00","NIKE INC.IM#1002412.......","2600","1247","3242200","Production Open","","8-Apr-22","15-Apr-22","0149356............","VN URG - VAT","NIKE INC","VND","0"
"75657514","2.1","75657514-2","5-Apr","CONG TY TNHH MAXPORT LIMITED (VIET NAM)","CONG TY TNHH MAXPORT LIMITED VN - M09","IM#606804","2-293369-000-00","NIKE INC.IM#606804.......","2495","1699","4239005","Production Open","","8-Apr-22","15-Apr-22","0149356............","VN URG - VAT","NIKE INC","VND","0"
"75657204","1.1","75657204-1","5-Apr","CONG TY CO PHAN DAU TU MAT TROI VIET","CONG TY CP DAU TU MAT TROI VIET","EB-15000 ID Label","CB330953D","PL.EDDIE BAUER, INC.EB-15000 ID Label.....COLD CUT.CUT SINGLE.EDDIE BAUER.WHITE.FL9022.black.FL9022.black","30","0","0","Production Open","","8-Apr-22","15-Apr-22","0148751............","VN SAM","EDDIE BAUER, INC","USD","0"
"75656974","1.1","75656974-1","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","SPX-GMBL-RED","CB632256A","PL.SPANX INC.SPX-GMBL-RED.Red Global Main Booklet Label..TH01957 Woven Edge Double Face..SONIC CUT.UNEVEN BOOKLET FOLD..DTM 199C..White..White","95","0.048","4.56","Production Open","","25-Apr-22","23-May-22","0151334............","VN GEN","SPANX INC","USD","0"
"75656974","2.1","75656974-2","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","SPX-TEARAWAY","CB597811A","PL.SPANX INC.SPX-TEARAWAY.Wht Glbl Combo Single Label TA..2018NWT..COLD CUT.CUT SINGLE..WHITE..Black..Black","1315","0.041","53.92","Production Open","","25-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75656974","3.1","75656974-3","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","SPX-GMBL-RED","CB632256A","PL.SPANX INC.SPX-GMBL-RED.Red Global Main Booklet Label..TH01957 Woven Edge Double Face..SONIC CUT.UNEVEN BOOKLET FOLD..DTM 199C..White..White","3225","0.048","154.8","Production Open","","25-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75656974","4.1","75656974-4","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","SPX-TEARAWAY","CB597811A","PL.SPANX INC.SPX-TEARAWAY.Wht Glbl Combo Single Label TA..2018NWT..COLD CUT.CUT SINGLE..WHITE..Black..Black","3209","0.041","131.57","Production Open","","25-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75656974","5.1","75656974-5","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","SPX-GMBL-RED","CB632256A","PL.SPANX INC.SPX-GMBL-RED.Red Global Main Booklet Label..TH01957 Woven Edge Double Face..SONIC CUT.UNEVEN BOOKLET FOLD..DTM 199C..White..White","5825","0.048","279.6","Production Open","","25-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75656974","6.1","75656974-6","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","SPX-TEARAWAY","CB597811A","PL.SPANX INC.SPX-TEARAWAY.Wht Glbl Combo Single Label TA..2018NWT..COLD CUT.CUT SINGLE..WHITE..Black..Black","5815","0.041","238.42","Production Open","","25-Apr-22","23-May-22","0151334............","VN GEN","SPANX INC","USD","0"
"75656974","7.1","75656974-7","5-Apr","TEXMA INT'L CO., LTD/3F,NO.65,ZHOU-ZI","Cong ty TNHH Texma Vina","VN FREIGHT CHARGE","VN FREIGHT CHARGE","VN FREIGHT CHARGE","19484","0.002","38.97","Awaiting Fulfillment","","25-Apr-22","","0151334............","VN GEN","SPANX INC","USD","0"
"75656822","1.1","75656822-1","5-Apr","CTY CP DM-DT-TM THANH CONG","CTY CP DM-DT-TM THANH CONG","T13448-422C-AG","ATV635778","HT.EDDIE BAUER, INC.T13448-422C-AG.Agility®...CUT SINGLES..HOT.422C.","1148","1162","1333976","Production Open","","12-Apr-22","20-Apr-22","0148751............","VN GEN - VAT","EDDIE BAUER, INC","VND","0"
"75656822","2.1","75656822-2","5-Apr","CTY CP DM-DT-TM THANH CONG","CTY CP DM-DT-TM THANH CONG","T13448-WG1C-AG","ATV635779","HT.EDDIE BAUER, INC.T13448-WG1C-AG.Agility®...CUT SINGLES..HOT.Warm Grey 1C.","220","1162","255640","Production Open","","12-Apr-22","20-Apr-22","0148751............","VN GEN - VAT","EDDIE BAUER, INC","VND","0"
"75656822","3.1","75656822-3","5-Apr","CTY CP DM-DT-TM THANH CONG","CTY CP DM-DT-TM THANH CONG","T13448-422C-AG","ATV635778","HT.EDDIE BAUER, INC.T13448-422C-AG.Agility®...CUT SINGLES..HOT.422C.","171","1162","198702","Production Open","","12-Apr-22","20-Apr-22","0148751............","VN GEN - VAT","EDDIE BAUER, INC","VND","0"
"75798339","1.1","75798339-1","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","1160","0.01144","13.27","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
